Age,Age_Group,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,DistanceFromHome,Commute_Category,MonthlyIncome,Income_Band,PercentSalaryHike,Hike_Category,StockOptionLevel,JobSatisfaction,JobInvolvement,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,Experience_Band,YearsInCurrentRole,Role_Stability,YearsSinceLastPromotion,Promotion_Status,YearsWithCurrManager,Manager_Relationship,NumCompaniesWorked,Career_Mobility,TotalWorkingYears,TrainingTimesLastYear,OverTime,Attrition
48,Experienced,Male,Married,Master,Medical,Research & Development,Research Scientist,1,Travel_Rarely,20,Far,2259,Entry Level,17,Good Hike (16-20%),2,Satisfied,Engaged,Excellent,Poor,Fair,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),13,2,No,No
31,Mid Career,Female,Married,College,Marketing,Sales,Sales Executive,2,Non-Travel,20,Far,6932,Senior Level,13,Standard Hike (11-15%),1,Satisfied,Engaged,Excellent,Excellent,Fair,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),9,2,No,No
36,Senior,Male,Single,Master,Other,Research & Development,Research Scientist,1,Travel_Rarely,7,Moderate,4678,Mid Level,18,Good Hike (16-20%),0,Highly Satisfied,Engaged,Standard,Good,Good,Exceeds Expectations,6,Experienced,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),1,New Relationship (0-1 yrs),2,Early Career Mover (1-2),8,6,No,No
38,Senior,Female,Married,Bachelor,Technical Degree,Research & Development,Research Director,3,Travel_Rarely,1,Nearby,13582,Executive Level,13,Standard Hike (11-15%),1,Dissatisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,15,Veteran,12,Critical Risk (8+ yrs),5,Overdue (4-6 yrs),11,Long Term (8+ yrs),1,Early Career Mover (1-2),15,3,No,No
32,Mid Career,Female,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Non-Travel,1,Nearby,2332,Entry Level,20,Good Hike (16-20%),0,Content,Casually Engaged,Above Standard,Good,Good,Outstanding,3,Established,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),6,Frequent Mover (6+),5,3,No,No
25,Early Career,Male,Married,College,Marketing,Sales,Sales Representative,1,Travel_Rarely,19,Far,2413,Entry Level,18,Good Hike (16-20%),3,Content,Casually Engaged,Above Standard,Good,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,Yes,Yes
40,Senior,Male,Divorced,Master,Marketing,Sales,Sales Executive,3,Travel_Rarely,10,Moderate,9705,Senior Level,12,Standard Hike (11-15%),1,Content,Casually Engaged,Below Standard,Fair,Fair,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),2,Early Career Mover (1-2),11,2,No,No
26,Mid Career,Male,Single,Bachelor,Medical,Sales,Sales Executive,2,Travel_Frequently,1,Nearby,4294,Mid Level,12,Standard Hike (11-15%),0,Dissatisfied,Casually Engaged,Above Standard,Fair,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),7,2,No,No
41,Senior,Male,Single,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,6,Moderate,4721,Mid Level,13,Standard Hike (11-15%),0,Dissatisfied,Engaged,Excellent,Good,Good,Exceeds Expectations,18,Veteran,13,Critical Risk (8+ yrs),2,Due for Review (2-3 yrs),17,Long Term (8+ yrs),2,Early Career Mover (1-2),20,3,Yes,No
36,Senior,Male,Single,Master,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2,Nearby,2519,Entry Level,21,Excellent Hike (20+%),0,Satisfied,Engaged,Above Standard,Good,Good,Outstanding,11,Veteran,8,Critical Risk (8+ yrs),3,Due for Review (2-3 yrs),9,Long Term (8+ yrs),4,Experienced Mover (3-5),16,6,No,No
19,Early Career,Male,Single,Bachelor,Other,Sales,Sales Representative,1,Travel_Rarely,21,Far,2121,Entry Level,13,Standard Hike (11-15%),0,Content,Casually Engaged,Excellent,Fair,Excellent,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,Yes,Yes
20,Early Career,Male,Single,Bachelor,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,4,Nearby,2973,Entry Level,19,Good Hike (16-20%),0,Dissatisfied,Engaged,Below Standard,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,No,Yes
31,Mid Career,Female,Married,Bachelor,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,12,Moderate,5855,Mid Level,11,Standard Hike (11-15%),2,Highly Satisfied,Engaged,Excellent,Good,Poor,Exceeds Expectations,9,Experienced,7,Stagnant Risk (5-7 yrs),8,Critically Overdue (7+ yrs),5,Stable (5-7 yrs),0,First Job,10,2,Yes,No
40,Senior,Male,Divorced,Master,Medical,Research & Development,Research Scientist,1,Travel_Frequently,9,Moderate,3617,Mid Level,14,Standard Hike (11-15%),1,Content,Engaged,Excellent,Excellent,Good,Exceeds Expectations,1,New Joinee,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),8,Frequent Mover (6+),3,2,Yes,No
32,Mid Career,Female,Married,Master,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,3,Nearby,6725,Senior Level,12,Standard Hike (11-15%),1,Dissatisfied,Engaged,Above Standard,Good,Excellent,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),6,Overdue (4-6 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),8,2,No,No
36,Senior,Male,Married,Below College,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,3,Nearby,10325,Executive Level,11,Standard Hike (11-15%),1,Highly Satisfied,Casually Engaged,Above Standard,Poor,Good,Exceeds Expectations,16,Veteran,7,Stagnant Risk (5-7 yrs),3,Due for Review (2-3 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),16,6,Yes,Yes
33,Mid Career,Female,Single,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,1,Nearby,6949,Senior Level,14,Standard Hike (11-15%),0,Highly Satisfied,Casually Engaged,Standard,Poor,Good,Exceeds Expectations,5,Established,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),0,First Job,6,3,No,No
37,Senior,Male,Married,Master,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,1,Nearby,10609,Executive Level,11,Standard Hike (11-15%),0,Satisfied,Casually Engaged,Below Standard,Good,Poor,Exceeds Expectations,14,Veteran,1,Settling In (0-1 yrs),11,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),5,Experienced Mover (3-5),17,2,No,Yes
45,Senior,Male,Married,College,Life Sciences,Research & Development,Laboratory Technician,2,Non-Travel,4,Nearby,4447,Mid Level,12,Standard Hike (11-15%),0,Content,Engaged,Above Standard,Fair,Fair,Exceeds Expectations,9,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),9,5,No,No
29,Mid Career,Female,Married,Bachelor,Technical Degree,Sales,Sales Representative,1,Travel_Frequently,20,Far,2157,Entry Level,15,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Above Standard,Fair,Good,Exceeds Expectations,3,Established,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),3,5,No,No
35,Mid Career,Female,Married,Bachelor,Medical,Sales,Sales Executive,2,Travel_Rarely,18,Far,4601,Mid Level,16,Good Hike (16-20%),0,Satisfied,Engaged,Above Standard,Fair,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),5,3,No,No
52,Experienced,Male,Married,College,Life Sciences,Research & Development,Manager,4,Travel_Rarely,1,Nearby,17099,Executive Level,15,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Excellent,Fair,Fair,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),7,Critically Overdue (7+ yrs),8,Long Term (8+ yrs),2,Early Career Mover (1-2),26,2,No,No
58,Veteran,Male,Single,Bachelor,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,2,Nearby,2479,Entry Level,24,Excellent Hike (20+%),0,Satisfied,Engaged,Excellent,Poor,Good,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),7,4,No,Yes
53,Experienced,Male,Divorced,College,Medical,Sales,Manager,4,Travel_Rarely,2,Nearby,14852,Executive Level,13,Standard Hike (11-15%),1,Satisfied,Engaged,Above Standard,Good,Excellent,Exceeds Expectations,17,Veteran,13,Critical Risk (8+ yrs),15,Critically Overdue (7+ yrs),2,Building Trust (2-4 yrs),6,Frequent Mover (6+),22,3,No,No
30,Mid Career,Male,Divorced,College,Other,Sales,Sales Executive,3,Travel_Rarely,8,Moderate,7264,Senior Level,11,Standard Hike (11-15%),1,Satisfied,Engaged,Above Standard,Poor,Excellent,Exceeds Expectations,8,Experienced,4,Established (2-4 yrs),7,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),5,Experienced Mover (3-5),10,2,No,No
38,Senior,Female,Single,Bachelor,Technical Degree,Sales,Sales Executive,2,Non-Travel,10,Moderate,5666,Mid Level,13,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Above Standard,Fair,Good,Exceeds Expectations,5,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,1,Yes,No
35,Mid Career,Male,Divorced,Master,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,3,Nearby,7823,Senior Level,13,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,10,Experienced,9,Critical Risk (8+ yrs),0,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),6,Frequent Mover (6+),12,2,No,No
39,Senior,Male,Single,Doctor,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,2,Nearby,7880,Senior Level,18,Good Hike (16-20%),0,Satisfied,Highly Engaged,Below Standard,Excellent,Good,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),0,First Job,9,3,No,No
40,Senior,Female,Single,Bachelor,Life Sciences,Sales,Sales Executive,4,Non-Travel,24,Far,13194,Executive Level,16,Good Hike (16-20%),0,Content,Highly Engaged,Standard,Excellent,Fair,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),22,2,Yes,Yes
47,Experienced,Male,Divorced,Master,Medical,Research & Development,Manufacturing Director,2,Travel_Frequently,16,Far,5067,Mid Level,19,Good Hike (16-20%),0,Satisfied,Highly Engaged,Above Standard,Good,Excellent,Exceeds Expectations,19,Veteran,10,Critical Risk (8+ yrs),2,Due for Review (2-3 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),20,3,Yes,No
36,Senior,Male,Divorced,Master,Technical Degree,Sales,Sales Executive,2,Non-Travel,8,Moderate,5079,Mid Level,13,Standard Hike (11-15%),2,Highly Satisfied,Engaged,Below Standard,Excellent,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),4,Experienced Mover (3-5),12,3,No,No
31,Mid Career,Male,Single,College,Medical,Research & Development,Research Scientist,1,Non-Travel,9,Moderate,2321,Entry Level,22,Excellent Hike (20+%),0,Dissatisfied,Casually Engaged,Above Standard,Poor,Good,Outstanding,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,4,0,Yes,Yes
33,Mid Career,Male,Single,Bachelor,Life Sciences,Sales,Manager,4,Non-Travel,17,Far,17444,Executive Level,11,Standard Hike (11-15%),0,Satisfied,Engaged,Excellent,Excellent,Good,Exceeds Expectations,10,Experienced,8,Critical Risk (8+ yrs),6,Overdue (4-6 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),10,2,No,No
29,Mid Career,Female,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,10,Moderate,2404,Entry Level,20,Good Hike (16-20%),0,Dissatisfied,Casually Engaged,Excellent,Good,Good,Outstanding,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),6,Frequent Mover (6+),3,5,Yes,Yes
33,Mid Career,Female,Single,Below College,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,13,Moderate,3452,Mid Level,18,Good Hike (16-20%),0,Highly Satisfied,Engaged,Standard,Poor,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),3,Experienced Mover (3-5),5,4,No,No
45,Senior,Female,Divorced,Master,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,1,Nearby,2270,Entry Level,14,Standard Hike (11-15%),2,Highly Satisfied,Engaged,Excellent,Excellent,Good,Exceeds Expectations,5,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),3,Experienced Mover (3-5),8,2,No,No
50,Experienced,Male,Divorced,College,Medical,Research & Development,Research Director,4,Travel_Rarely,1,Nearby,17399,Executive Level,22,Excellent Hike (20+%),1,Highly Satisfied,Engaged,Excellent,Good,Fair,Outstanding,5,Established,4,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),9,Frequent Mover (6+),32,1,No,No
33,Mid Career,Female,Married,Master,Other,Research & Development,Healthcare Representative,2,Travel_Frequently,1,Nearby,5488,Mid Level,13,Standard Hike (11-15%),1,Content,Highly Engaged,Above Standard,Poor,Good,Exceeds Expectations,6,Experienced,5,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,2,Yes,No
41,Senior,Male,Divorced,Bachelor,Medical,Research & Development,Research Director,5,Travel_Frequently,9,Moderate,19419,Executive Level,17,Good Hike (16-20%),1,Satisfied,Engaged,Below Standard,Fair,Excellent,Exceeds Expectations,18,Veteran,16,Critical Risk (8+ yrs),0,Recently Promoted (0-1 yrs),11,Long Term (8+ yrs),2,Early Career Mover (1-2),21,2,No,No
27,Mid Career,Female,Married,Master,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,16,Far,2811,Entry Level,14,Standard Hike (11-15%),1,Content,Engaged,Above Standard,Fair,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),9,Frequent Mover (6+),4,2,No,No
45,Senior,Male,Married,College,Life Sciences,Research & Development,Laboratory Technician,2,Non-Travel,23,Far,3633,Mid Level,15,Standard Hike (11-15%),1,Dissatisfied,Engaged,Excellent,Good,Good,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),0,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),9,2,Yes,No
47,Experienced,Female,Single,College,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,4,Nearby,4163,Mid Level,17,Good Hike (16-20%),0,Highly Satisfied,Engaged,Excellent,Good,Good,Exceeds Expectations,9,Experienced,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),9,0,Yes,No
30,Mid Career,Female,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,22,Far,2132,Entry Level,11,Standard Hike (11-15%),0,Satisfied,Engaged,Below Standard,Fair,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),1,New Relationship (0-1 yrs),4,Experienced Mover (3-5),7,2,Yes,Yes
50,Experienced,Male,Married,Bachelor,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,24,Far,13973,Executive Level,18,Good Hike (16-20%),1,Satisfied,Engaged,Excellent,Excellent,Good,Exceeds Expectations,12,Veteran,11,Critical Risk (8+ yrs),1,Recently Promoted (0-1 yrs),5,Stable (5-7 yrs),3,Experienced Mover (3-5),22,2,Yes,No
38,Senior,Male,Married,Below College,Medical,Research & Development,Research Scientist,1,Travel_Frequently,10,Moderate,2684,Entry Level,17,Good Hike (16-20%),1,Satisfied,Engaged,Above Standard,Fair,Fair,Exceeds Expectations,2,New Joinee,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,3,0,No,No
46,Experienced,Male,Divorced,College,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,7,Moderate,10845,Executive Level,13,Standard Hike (11-15%),1,Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),6,Frequent Mover (6+),13,3,No,No
24,Early Career,Female,Divorced,Below College,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,17,Far,4377,Mid Level,15,Standard Hike (11-15%),2,Satisfied,Casually Engaged,Excellent,Fair,Good,Exceeds Expectations,4,Established,2,Established (2-4 yrs),3,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,6,No,No
35,Mid Career,Male,Divorced,Master,Other,Research & Development,Laboratory Technician,1,Travel_Rarely,14,Moderate,3743,Mid Level,24,Excellent Hike (20+%),1,Content,Casually Engaged,Above Standard,Excellent,Poor,Outstanding,4,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,2,Yes,Yes
31,Mid Career,Female,Married,Below College,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Frequently,1,Nearby,4148,Mid Level,12,Standard Hike (11-15%),1,Dissatisfied,Engaged,Above Standard,Good,Good,Exceeds Expectations,4,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),4,1,No,No
18,Early Career,Male,Single,College,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,5,Nearby,1051,Entry Level,15,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Standard,Excellent,Good,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),0,2,No,No
54,Experienced,Female,Married,Bachelor,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,17,Far,10739,Executive Level,11,Standard Hike (11-15%),1,Satisfied,Engaged,Above Standard,Good,Good,Exceeds Expectations,10,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),8,Frequent Mover (6+),22,2,No,No
35,Mid Career,Female,Divorced,Master,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,25,Far,10388,Executive Level,11,Standard Hike (11-15%),1,Satisfied,Engaged,Above Standard,Good,Fair,Exceeds Expectations,16,Veteran,10,Critical Risk (8+ yrs),10,Critically Overdue (7+ yrs),1,New Relationship (0-1 yrs),1,Early Career Mover (1-2),16,3,Yes,No
30,Mid Career,Female,Married,College,Life Sciences,Research & Development,Research Director,3,Travel_Rarely,8,Moderate,11416,Executive Level,12,Standard Hike (11-15%),3,Dissatisfied,Highly Engaged,Standard,Good,Fair,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),0,First Job,9,4,Yes,No
20,Early Career,Female,Single,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,11,Moderate,2600,Entry Level,15,Standard Hike (11-15%),0,Dissatisfied,Casually Engaged,Excellent,Poor,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,Yes,Yes
30,Mid Career,Female,Single,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,5,Nearby,2422,Entry Level,17,Good Hike (16-20%),0,Content,Engaged,Standard,Poor,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,4,3,No,Yes
26,Mid Career,Male,Married,College,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,2,Nearby,5472,Mid Level,12,Standard Hike (11-15%),0,Highly Satisfied,Highly Engaged,Excellent,Fair,Good,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),8,2,No,No
22,Early Career,Male,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,8,Moderate,2451,Entry Level,15,Standard Hike (11-15%),1,Dissatisfied,Disengaged,Standard,Poor,Fair,Exceeds Expectations,4,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),1,New Relationship (0-1 yrs),1,Early Career Mover (1-2),4,3,No,No
